RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
9067,15725509,Otutodilinna,662,Germany,Male,30,5,115286.68,2,1,1,149587.92
9068,15684645,Ajuluchukwu,704,Germany,Male,41,9,62078.21,2,1,0,129050.67
9069,15692235,Bellucci,750,France,Female,38,1,0,2,1,0,47764.99
9070,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,1,1,172792.43
9071,15656937,Johnston,468,Spain,Male,26,1,131643.25,1,1,0,64436.16
9072,15610643,De Luca,435,Germany,Male,44,3,151739.65,1,1,0,167461.5
9073,15777315,Hill,529,France,Male,43,6,93616.35,2,0,0,98348.66
9074,15611058,Eluemuno,702,Germany,Female,60,5,138597.54,2,1,1,41536.59
9075,15630413,Howarth,608,France,Female,41,5,0,2,1,1,72462.25
9076,15635942,Thomson,576,France,Male,40,9,0,2,1,0,112465.19
9077,15648858,King,666,France,Female,27,1,85225.21,1,0,1,64511.44
9078,15810732,Grant,730,France,Female,36,8,148749.29,2,1,0,91830.75
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36
9080,15730488,Richmond,516,Spain,Female,27,1,0,1,0,1,112311.15
9081,15620443,Fiorentino,711,France,Female,81,6,0,2,1,1,72276.24
9082,15741078,Greece,736,France,Male,54,7,111729.47,2,0,1,84920.49
9083,15753161,Dickson,768,France,Female,36,5,180169.44,2,1,0,17348.56
9084,15711396,Henderson,427,Spain,Male,40,8,0,2,1,1,82870.75
9085,15593499,Stevens,686,Spain,Female,47,6,0,1,1,0,32080.69
9086,15579189,Mitchell,690,France,Female,42,5,0,2,0,1,120512.08
9087,15743545,Nworie,647,Spain,Female,29,2,0,2,1,0,179032.68
9088,15791316,Boni,714,France,Male,35,3,0,2,1,1,95623.28
9089,15608246,Wentcher,736,Germany,Female,36,8,103914.17,1,1,1,110035.88
9090,15676526,Bentley,608,France,Female,34,4,88772.87,1,1,1,168822.01
9091,15813911,Hayes-Williams,809,France,Female,39,5,0,1,1,0,77705.75
9092,15630195,Johnstone,745,France,Female,40,6,131184.67,1,1,1,49815.62
9093,15736250,Johnstone,781,France,Male,38,2,117810.79,1,0,1,65632.33
9094,15671334,Nixon,527,France,Male,31,4,0,1,1,0,169361.89
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.21,1,1,0,4721.3
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85
9097,15762331,Moss,569,France,Male,37,9,178755.84,1,1,0,199929.17
9098,15606901,Graham,728,France,Male,43,7,0,2,1,0,40023.7
9099,15713559,Onyemauchechukwu,473,Germany,Female,32,5,146602.25,2,1,1,72946.95
9100,15768881,Saunders,738,France,Male,29,2,0,2,1,1,170421.13
9101,15743075,Ko,659,France,Male,35,6,0,2,1,1,58879.11
9102,15660980,Cairns,597,Spain,Male,38,6,115702.67,2,1,1,25059.05
9103,15810942,Chiemela,445,Germany,Female,61,2,137655.31,1,0,1,29909.84
9104,15728362,Robertson,671,France,Female,29,3,0,2,1,0,158043.11
9105,15683339,P'eng,656,Spain,Female,34,6,59877.33,1,1,0,14032.62
9106,15685476,Tseng,658,France,Male,31,5,100082.14,1,0,1,49809.88
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,1,0,28806.32
9108,15617434,Yen,655,Spain,Male,38,9,0,1,0,1,90490.33
9109,15622470,Yeh,772,Spain,Male,41,10,96032.22,1,1,1,75825.57
9110,15703682,Kalinina,681,Spain,Male,33,10,0,1,0,0,158336.36
9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,1,0,143454.95
9112,15711062,Thomas,633,Germany,Male,40,5,86172.81,2,1,1,117279.49
9113,15567339,Shaw,735,France,Male,73,9,0,1,1,1,114283.33
9114,15760662,Francis,521,Germany,Female,29,2,87212.8,1,1,1,994.86
9115,15605737,George,541,France,Male,36,5,0,2,1,0,124795.84
9116,15692977,Ikenna,612,Germany,Female,36,2,130700.92,2,0,0,77592.8
9117,15672082,Schatz,562,France,Male,62,3,0,2,1,0,105986.01
9118,15600280,Tao,703,France,Female,32,6,0,2,0,0,33606.52
9119,15804052,Scott,710,Spain,Male,23,6,0,2,1,1,134188.11
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27
9121,15796838,Chibugo,703,Spain,Male,58,4,92930.92,1,0,1,85148.78
9122,15693526,Ku,618,France,Female,40,0,0,1,1,0,119059.13
9123,15748595,Stanton,689,France,Female,29,1,77556.79,2,1,1,122998.26
9124,15679029,Kung,718,France,Male,33,7,102874.28,1,0,0,117841.06
9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,0,0,160593.41
9126,15604138,Iheanacho,749,Spain,Male,34,2,0,1,0,0,174189.04
9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,0,1,68260.27
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35
9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39
9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112
9133,15737194,Tu,635,France,Female,33,5,0,2,1,0,122949.71
9134,15726776,Donnelly,705,Spain,Male,36,1,111629.29,1,1,1,21807.16
9135,15804357,Loggia,481,France,Male,40,3,0,1,1,1,32319.93
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87
9137,15688984,Belonwu,595,France,Male,20,4,95830.43,1,1,0,177738.98
9138,15583026,Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42
9140,15779904,Yobanna,597,France,Female,29,5,0,2,1,1,174825.57
9141,15784323,Gallo,449,France,Female,21,7,0,2,0,0,175743.92
9142,15756277,Wilson,850,Germany,Female,43,8,92244.83,2,1,0,54949.73
9143,15663312,Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91
9144,15793197,Bailey,676,France,Female,34,8,100359.54,1,0,0,46038.28
9145,15731463,Gboliwe,818,Germany,Male,43,10,105301.5,1,1,1,78941.59
9146,15621768,Chukwuhaenye,712,Spain,Male,45,6,112994.65,1,0,0,198398.68
9147,15691323,Bianchi,672,Germany,Male,40,4,89025.88,2,1,0,188892.19
9148,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74
9149,15595640,Rizzo,698,France,Male,37,8,0,2,0,0,145004.39
9150,15814331,Lung,597,Germany,Female,43,7,119127.46,2,1,0,55809.92
9151,15602030,Ramirez,717,France,Male,28,4,128206.79,1,1,1,54272.12
9152,15747974,Sabbatini,614,France,Male,49,1,0,2,1,0,192440.54
9153,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03
9155,15690337,Chinwenma,581,France,Female,27,5,102258.11,2,1,0,194681.6
9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55
9158,15778915,Harris,737,France,Female,32,7,128551.36,2,0,1,189402.71
9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57
9160,15747762,Chigozie,609,France,Male,32,7,118520.41,1,0,0,3815.48
9161,15753679,Mullawirraburka,778,France,Male,24,4,0,2,1,1,162809.2
9162,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47
9163,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36
9164,15802368,Ch'eng,608,France,Female,47,6,0,1,1,1,126012.57
9165,15767488,Berry,680,Spain,Male,36,7,0,2,1,0,20109.21
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23
9167,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21
9168,15645353,Chubb,607,France,Male,26,1,0,1,1,0,29818.2
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81
9170,15659002,Mazzanti,766,France,Female,45,6,0,2,0,0,147184.74
9171,15616028,T'ao,694,France,Male,30,2,0,3,0,1,15039.41
9172,15660475,Ndubueze,411,France,Female,54,9,0,1,0,1,76621.49
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78
9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27
9175,15628059,DeRose,529,France,Male,61,1,0,2,1,1,191370.97
9176,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67
9177,15610433,Kwemto,573,France,Male,35,9,0,2,1,0,11743.89
9178,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75
9179,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35
9181,15568326,Kenenna,637,France,Female,44,2,0,2,1,0,149665.65
9182,15655368,Wheeler,672,France,Male,47,1,0,1,0,0,91574.92
9183,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39
9184,15676091,Iloerika,543,France,Male,42,7,0,1,1,1,56650.47
9185,15716984,Palermo,695,Spain,Female,56,4,0,2,1,0,84644.76
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16
9187,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9
9188,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05
9189,15778192,Nkemdilim,628,Spain,Male,28,4,0,2,1,1,176750.81
9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63
9191,15798943,Alexander,646,France,Female,46,8,0,2,1,0,133059.15
9192,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82
9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19
9194,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58
9196,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79
9197,15771535,Tsui,794,Spain,Female,37,9,0,2,1,0,68008.85
9198,15611947,Banks,557,France,Male,34,3,83074,1,1,0,132673.22
9199,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91
9200,15609083,Tretiakova,544,France,Female,26,6,0,1,1,0,100200.4
9201,15567923,Barese,739,France,Female,30,6,0,1,0,0,122604.44
9202,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37
9203,15735782,MacDonald,528,France,Male,31,9,120962.59,1,1,0,5419.31
9204,15774401,Chambers,773,Spain,Male,51,4,0,2,0,0,123587.83
9205,15737971,Cowen,646,France,Female,30,5,0,2,1,0,13935.32
9206,15758750,Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,1,87060.77
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17
9209,15744717,Duffy,726,France,Female,44,2,0,2,1,1,26733.86
9210,15570681,Chiang,560,France,Male,24,1,116084.32,1,1,0,89734.7
9211,15792650,Watts,382,Spain,Male,36,0,0,1,1,1,179540.73
9212,15605531,Daly,457,Spain,Female,38,6,0,2,1,0,173219.09
9213,15605339,Baker,673,France,Female,37,10,0,2,1,1,37411.35
9214,15672216,Uvarov,584,France,Female,40,4,82441.75,1,0,0,80852.11
9215,15812893,Costa,629,France,Female,39,10,0,2,1,1,43174.49
9216,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11
9217,15701364,Doherty,724,France,Male,30,10,0,2,1,1,54265.55
9218,15762588,Kaleski,644,France,Male,31,5,0,2,1,1,41872.17
9219,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53
9220,15712596,Huang,499,France,Male,31,4,0,1,1,0,25950.49
9221,15600399,Trentino,598,France,Male,60,4,0,1,1,0,197727.14
9222,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08
9223,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27
9224,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48
9225,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58
9226,15584928,Ugochukwutubelum,594,Germany,Female,32,4,120074.97,2,1,1,162961.79
9227,15779913,Davidson,586,France,Male,27,5,130231.8,2,1,1,192427.16
9228,15644977,Goddard,776,France,Female,31,5,0,2,1,0,92647.94
9229,15749679,Beck,699,France,Male,39,2,109724.38,1,1,1,180022.39
9230,15629010,Beam,847,Germany,Female,35,5,111743.43,1,1,1,183584.14
9231,15768465,Sheppard,582,Germany,Male,35,8,121309.17,2,1,1,28750.67
9232,15767781,Godfrey,648,France,Male,38,10,82697.28,1,1,0,74846.67
9233,15635364,Gray,618,France,Female,49,9,44301.43,3,1,1,89729.3
9234,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73
9235,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22
9236,15586680,Fleming,462,France,Male,27,4,176913.52,1,1,0,80587.27
9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25
9238,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69
9239,15639133,Ku,773,France,Female,50,4,0,2,1,0,129372.94
9240,15799653,Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03
9241,15723872,Buccho,589,Spain,Female,46,10,0,2,0,1,168369.37
9242,15775627,Gordon,509,France,Male,35,8,0,2,0,1,67431.28
9243,15630704,Haworth,612,Germany,Male,32,9,106520.73,2,1,0,177092.16
9244,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69
9245,15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31
9246,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31
9247,15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83
9248,15650244,Bezrukov,786,Spain,Male,29,7,80895.44,2,1,0,64945.57
9249,15648638,Chia,629,Spain,Male,34,6,0,2,1,0,190347.72
9250,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36
9251,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49
9252,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23
9253,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77
9254,15667321,Cocci,644,Spain,Male,49,10,0,2,1,1,145089.64
9255,15601116,P'an,686,France,Male,32,6,0,2,1,1,179093.26
9256,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17
9257,15758451,Azuka,765,Germany,Male,37,7,102708.77,1,1,0,9087.81
9258,15688689,Esposito,678,Germany,Female,37,8,149000.91,2,1,1,21472.42
9259,15652674,Hou,539,France,Male,20,0,83459.86,1,1,1,146752.67
9260,15806327,Cyril,800,France,Female,40,3,75893.11,2,1,0,132562.23
9261,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43
9262,15677117,Crawford,629,France,Female,61,6,0,2,1,1,133672.61
9263,15751445,Chikwado,734,Germany,Female,52,6,71283.09,2,0,1,38984.37
9264,15749669,Hargreaves,542,France,Female,31,3,0,2,1,1,115217.59
9265,15656351,Laidley,414,Spain,Male,60,3,0,2,1,1,93844.82
9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83
9267,15682273,Burns,683,France,Female,38,5,127616.56,1,1,0,123846.07
9268,15580912,McNeill,748,France,Male,32,5,154737.88,2,1,1,172638.13
9269,15785183,Chukwuebuka,596,Spain,Male,29,2,0,2,1,1,1591.19
9270,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51
9271,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22
9272,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16
9273,15583138,Persse,739,France,Male,42,2,141642.92,2,1,0,172149.76
9274,15740160,Okwukwe,616,France,Male,31,1,0,2,1,1,54706.75
9275,15793425,Watt,560,Spain,Female,33,9,0,1,0,1,183358.21
9276,15749265,Carslaw,427,Germany,Male,42,1,75681.52,1,1,1,57098
9277,15623989,Griffin,435,France,Male,54,3,0,1,1,0,156910.46
9278,15604832,Hsia,633,France,Male,29,7,0,1,1,1,130224.73
9279,15584580,Fyodorova,443,France,Male,35,6,161111.45,1,0,0,13946.66
9280,15573854,Chukwujekwu,727,France,Male,62,5,0,2,0,1,38652.96
9281,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78
9282,15679966,Marsh,661,France,Female,31,3,133964.3,1,1,1,166187.1
9283,15799435,Hayes,619,Spain,Male,34,1,0,1,1,0,139919.38
9284,15752186,Padovano,562,France,Female,27,3,0,2,1,0,28137.03
9285,15705544,Ma,633,France,Male,61,3,157201.48,1,0,1,50368.63
9286,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1
9287,15586523,Paten,720,Germany,Female,29,7,106230.92,1,1,1,69903.93
9288,15609176,Cawthorne,688,France,Female,32,5,0,2,0,1,177607.77
9289,15769308,Herbert,635,Germany,Female,36,9,81231.85,2,1,0,196731.08
9290,15676810,Jen,561,France,Female,31,1,81480.27,2,1,1,65234.6
9291,15634591,Saunders,850,France,Male,33,8,73059.38,1,1,1,186281
9292,15679804,Esquivel,636,France,Male,36,5,117559.05,2,1,1,111573.3
9293,15677764,Chao,461,Germany,Female,74,1,186445.31,2,1,1,196767.83
9294,15571917,Eluemuno,771,Germany,Female,38,5,137657.71,2,1,0,72985.61
9295,15574608,Sidorova,713,France,Male,36,8,133889.35,1,1,1,143265.65
9296,15740868,Pirogova,658,Germany,Female,45,9,134562.8,1,1,1,159268.67
9297,15702442,Benson,586,Germany,Female,56,9,100781.75,2,1,1,54448.41
9298,15699797,Santana,737,France,Male,30,8,174356.13,1,0,0,31928.5
9299,15648047,Williamson,742,Germany,Male,27,5,190125.43,2,0,0,21793.59
9300,15766826,North,824,France,Male,26,7,146266,1,1,0,21903.62
9301,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93
9302,15583857,Siciliano,623,Spain,Female,43,4,123536.52,2,0,0,154908.52
9303,15752534,Mironov,744,France,Male,36,10,0,2,1,1,182867.84
9304,15741403,Amechi,698,Spain,Female,38,1,171848.38,1,0,0,16957.45
9305,15783589,Toscano,616,France,Male,40,9,0,2,0,0,93717.55
9306,15598046,Su,662,France,Female,39,5,139562.05,2,1,0,61636.22
9307,15643330,Chukwuemeka,594,France,Male,37,2,0,2,0,1,95864.5
9308,15680405,P'eng,685,France,Male,40,2,168001.34,2,1,1,167400.29
9309,15728683,Lombardo,742,France,Male,27,0,0,2,0,1,131534.96
9310,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41
9311,15733032,Butler,651,Spain,Male,47,2,0,2,1,1,119808.64
9312,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31
9313,15658946,Piccio,579,Germany,Male,40,10,45408.85,2,1,0,18732.91
9314,15757912,Bradley,722,Germany,Female,37,0,125977.81,1,0,0,160162.42
9315,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9
9316,15653110,Chan,694,France,Male,42,8,133767.19,1,1,0,36405.21
9317,15766355,Lettiere,550,Germany,Male,49,0,108806.96,3,1,0,61446.92
9318,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78
9319,15611786,Tsui,668,Spain,Female,69,9,0,1,0,1,134483.07
9320,15575486,Okoli,529,France,Female,27,1,0,2,1,1,37769.98
9321,15780215,Berry,636,France,Male,31,6,0,2,1,1,2382.61
9322,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92
9323,15739042,Bogolyubov,767,France,Female,35,9,0,2,1,0,39511.61
9324,15815316,Kennedy,644,France,Male,50,9,76817,4,1,0,196371.13
9325,15778489,Bolton,780,Germany,Male,71,9,142550.25,2,1,1,122506.78
9326,15786389,Chuang,635,Spain,Female,41,10,0,2,1,1,61994.2
9327,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21
9328,15624715,Ma,593,Spain,Female,40,2,0,1,1,1,5194.95
9329,15763093,Nucci,540,Germany,Female,35,7,128369.75,2,1,0,198256.15
9330,15572073,Yao,663,Spain,Male,35,5,0,2,1,1,62634.94
9331,15780256,Palfreyman,630,France,Male,34,9,0,2,1,1,114006.35
9332,15659305,Webster,605,Germany,Male,19,8,166133.28,1,1,1,107994.99
9333,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14
9334,15714680,Bianchi,755,France,Female,78,5,121206.96,1,1,1,76016.49
9335,15777217,Somadina,641,Spain,Male,25,10,0,2,1,1,180808.39
9336,15739123,Mellor,737,Germany,Male,50,4,127552.85,2,1,0,4225.11
9337,15594450,Tomlinson,695,France,Male,49,9,159458.53,1,1,0,135841.35
9338,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24
9339,15691543,Lennox,558,Germany,Male,58,2,142537.18,1,1,1,88791.83
9340,15722845,Meldrum,665,Spain,Male,29,1,182781.74,2,1,1,63732.9
9341,15605804,Watson,737,France,Male,45,10,0,2,1,0,1364.54
9342,15702061,Findlay,654,France,Male,29,7,0,2,1,1,149184.15
9343,15694321,Su,619,France,Female,28,3,0,2,1,0,53394.12
9344,15798749,Davidson,845,Germany,Female,43,3,152063.59,2,1,0,97910.06
9345,15720050,Barrett,727,France,Female,28,2,110997.76,1,1,0,101433.76
9346,15758048,Miah,582,France,Male,50,2,148942,1,1,1,116944.3
9347,15805681,Chamberlain,716,France,Male,41,9,0,1,1,1,113267.48
9348,15802809,Vidal,660,Spain,Female,36,0,84438.57,1,1,1,181449.51
9349,15807239,Lung,664,France,Female,34,7,93920.47,1,0,0,179913.98
9350,15749093,Tretyakova,801,France,Male,43,4,158713.08,2,0,0,98586.14
9351,15689344,Montgomery,615,Spain,Male,42,4,0,3,0,1,120321.09
9352,15606076,Golubev,718,Germany,Male,63,7,123204.88,1,1,1,100538.8
9353,15610090,Han,667,France,Male,40,8,72945.29,2,1,0,98931.5
9354,15693926,Pan,670,Spain,Male,37,0,178742.71,1,1,1,194493.57
9355,15791501,Carroll,590,France,Male,43,8,0,2,1,1,143628.31
9356,15621870,Hawkins,739,Spain,Female,40,8,0,1,1,0,167030.51
9357,15734711,Loggia,373,France,Male,42,7,0,1,1,0,77786.37
9358,15814405,Chesnokova,418,France,Female,46,9,0,1,1,1,81014.5
9359,15729359,Chambers,837,France,Female,29,9,0,2,1,1,41866.26
9360,15606944,Fleming,645,Germany,Male,43,9,140121.17,1,1,0,11302.7
9361,15671934,Veale,552,Germany,Male,39,2,132906.88,1,0,1,149384.43
9362,15641773,Browne,580,Germany,Male,45,2,179334.83,2,1,1,169303.65
9363,15701972,Parsons,684,France,Male,35,3,137179.39,1,1,1,37264.11
9364,15749114,Bailey,634,Spain,Male,35,3,0,2,1,1,19515.48
9365,15780362,Ferrari,607,France,Female,49,9,119960.29,2,1,0,103068.22
9366,15753229,Genovese,802,France,Male,29,9,127414.55,1,1,1,134459.12
9367,15656009,McIntyre,736,France,Female,36,6,0,1,1,0,70496.66
9368,15785024,Warner,629,France,Female,40,9,137409.19,1,1,0,175877.7
9369,15670492,Gordon,737,France,Male,28,8,0,2,1,0,106390.01
9370,15795458,McMillan,718,Spain,Female,39,2,0,1,1,1,52138.49
9371,15732438,Cheng,561,France,Male,43,4,0,4,0,0,18522.91
9372,15781987,Akhtar,641,France,Male,31,9,112494.99,1,1,1,32231.6
9373,15775826,Iadanza,677,France,Male,30,1,78133.15,1,0,1,174225.88
9374,15807457,Abernathy,641,Spain,Female,36,1,0,2,1,0,102021.39
9375,15632538,Watson,658,Spain,Female,32,5,145553.07,1,1,1,31484.76
9376,15641389,Shen,659,Germany,Male,48,4,123593.22,2,1,0,82469.06
9377,15657306,Kershaw,567,France,Female,47,2,0,1,0,0,110900.43
9378,15709447,Reed,584,France,Female,26,0,146286.22,1,1,0,105105.35
9379,15762682,Mitchell,709,Spain,Female,35,1,111827.27,2,1,0,12674.68
9380,15626042,Webb,690,Spain,Female,26,2,0,2,1,1,93255.85
9381,15597109,Vanzetti,627,France,Male,70,1,94416.78,1,0,1,145299.5
9382,15756148,Nnanna,765,Spain,Male,45,2,91549.78,1,1,1,47139.44
9383,15665634,Campbell,645,France,Female,38,7,59568.57,1,1,1,167723.25
9384,15739997,Capon,716,France,Female,23,2,94464.81,2,0,1,185900.88
9385,15686242,Otutodilichukwu,771,France,Female,57,4,0,1,0,0,85876.67
9386,15759244,Boone,687,Germany,Male,44,8,95368.14,2,1,1,1787.85
9387,15672027,McIntyre,717,Germany,Female,33,10,102185.42,2,1,0,23231.93
9388,15594576,Zhdanov,524,France,Male,32,1,144875.71,1,0,0,187740.04
9389,15707138,Nagy,679,Spain,Male,39,5,0,2,1,1,100060.54
9390,15756954,Lombardo,538,France,Female,32,2,0,1,1,1,80130.54
9391,15619130,Simpson,752,Germany,Female,37,5,113291.05,2,1,1,132467.54
9392,15639665,Herbert,846,Spain,Male,61,0,0,2,1,1,96202.44
9393,15571065,Lehr,532,Spain,Female,39,0,0,2,1,0,94977.3
9394,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3
9395,15615753,Upchurch,597,Germany,Female,35,8,131101.04,1,1,1,192852.67
9396,15800961,Ugorji,627,Germany,Male,52,1,76101.81,2,0,1,177238.35
9397,15763065,Palerma,700,Spain,Female,40,2,0,2,1,0,199753.97
9398,15672467,Coles,766,France,Female,52,7,92510.9,2,0,1,66193.61
9399,15752915,Hsueh,488,France,Female,34,2,0,2,1,1,181270.84
9400,15744695,Tu,694,France,Male,39,5,77652.4,1,1,1,25407.59
9401,15584897,Kuo,639,France,Female,31,3,98360.03,1,0,0,20973.8
9402,15601857,Woodhouse,705,Germany,Female,46,4,115518.07,1,0,0,76544.9
9403,15674156,Tretiakova,810,Germany,Male,69,3,27288.43,1,1,1,110509.9
9404,15695465,Gibson,638,France,Female,36,6,0,1,1,0,164247.51
9405,15792232,Moss,595,Spain,Female,43,5,0,2,0,0,105149.8
9406,15807900,Chineze,575,France,Male,36,7,0,1,1,1,55868.97
9407,15743760,Davidson,850,France,Male,31,6,131996.66,2,1,1,178747.43
9408,15652835,Liang,419,Spain,Female,27,2,121580.42,1,0,1,134720.51
9409,15767818,Graham,640,France,Male,55,10,132436.34,1,1,0,978.66
9410,15591150,Nwebube,570,Spain,Male,34,10,0,2,0,1,183387.12
9411,15734659,Sozonov,640,Germany,Female,46,5,107978.4,2,1,0,155876.06
9412,15796115,Forbes,689,Germany,Female,40,4,78119.59,4,1,0,119259.34
9413,15724648,Chikezie,725,France,Male,26,6,98684.15,1,0,0,133720.57
9414,15737732,Onwuemelie,751,France,Female,44,10,0,2,1,0,170634.49
9415,15632280,Toth,544,Spain,Female,53,9,0,1,1,0,125692.07
9416,15750407,Hunt,768,Germany,Female,43,2,129264.05,2,0,0,19150.14
9417,15795370,Mazure,648,Germany,Male,37,6,131753.41,1,1,0,86894.67
9418,15656829,Hughes,577,Spain,Female,33,6,0,2,1,0,57975.8
9419,15643794,Bennett,639,Spain,Female,27,2,0,1,1,1,82938.99
9420,15798605,Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4
9421,15637324,Kay,657,France,Female,28,7,0,2,0,1,5177.62
